ALTRI;AZIONE-IV;FDI;FI;LEGA;M5S;PD;SI-VERDI;SVP;CIRCOSCRIZIONE;CU20_COD;COLLEGIOUNINOMINALE
6114.505701096728;10232.844912862405;4719.341272599995;14176.349973477423;16936.050796482712;23049.700851297006;31926.605474175885;6646.732139578089;0.0;Piemonte 1;10101;Piemonte 1 - U01
5157.346003987594;5240.919891003054;3672.781492651673;12736.463390056742;20082.805252802093;27737.62356891646;25681.031775908545;5062.609519145917;0.0;Piemonte 1;10102;Piemonte 1 - U02
7531.188947109106;6179.701973921552;5569.32492076784;19456.691927411925;32447.946091085516;52410.461598798334;35150.69879370125;6780.639633556126;0.0;Piemonte 1;10103;Piemonte 1 - U03
7235.544145531952;5544.192532628775;5697.627347003669;19321.53449096717;36193.75436206162;40572.69596816227;29399.589540893212;5234.027661573142;0.0;Piemonte 1;10104;Piemonte 1 - U04
7948.105154557154;5655.715638598427;5476.735378040001;20569.773697379977;31292.005825452507;47965.49616031349;28405.892033878714;5977.356032596901;0.0;Piemonte 1;10105;Piemonte 1 - U05
6901.543317750096;3682.257361650467;5417.795963957906;20835.28877288103;34941.73301842809;34813.39613741636;24578.908866107464;4688.387841284275;0.0;Piemonte 2;10201;Piemonte 2 - U01
6904.571674257517;4126.704608261585;6405.878428936005;22222.818133473396;38051.99973195791;32950.340604007244;27649.422707527876;3801.327578216791;0.0;Piemonte 2;10202;Piemonte 2 - U02
7050.176864919253;4025.742695139721;6542.711129853502;20265.448888205923;33472.62926175073;30305.84341857303;23380.004681113176;3238.04163208697;0.0;Piemonte 2;10203;Piemonte 2 - U03
7849.653846085072;4759.273470282555;6270.667863368988;20545.853296101093;38983.99026030302;33867.0579405427;24394.82163310051;4131.593499362469;0.0;Piemonte 2;10204;Piemonte 2 - U04
9738.127128005028;6179.529942154884;7655.197980463505;21733.002395689487;43704.88761204481;34091.86970716715;27423.542212843895;4202.572740375996;0.0;Piemonte 2;10205;Piemonte 2 - U05
18821.0;0.0;5533.0;0.0;11588.0;15999.0;14429.0;0.0;0.0;Valle d'Aosta/Vallée d'Aoste;20001;Valle d'aosta/Vallée d'Aoste - U01
7847.660632789135;5691.112386234105;5817.603943176568;21344.542078454047;37734.946973361075;35626.7585137561;36231.56849780679;5047.989925414324;0.0;Lombardia 1;30101;Lombardia 1 - U01
7684.480833958834;4735.67022321187;6330.699809126556;24376.724065769464;46229.1440756768;40663.532565612346;32145.29322868772;4165.056197708473;0.0;Lombardia 1;30102;Lombardia 1 - U02
8171.473469227552;5720.30710837245;6314.583725869656;21159.553814798594;37401.73961406946;40815.356424450874;36693.62549987435;5116.199584543705;0.0;Lombardia 1;30103;Lombardia 1 - U03
7408.9592733979225;4538.548377156258;6650.879085659981;23232.341049313545;41502.27411657572;42891.57406747341;31989.620825350285;4240.26741117239;0.0;Lombardia 1;30104;Lombardia 1 - U04
7383.207036435604;4280.832321584225;6569.366144537926;22222.04773375392;44668.84162825346;40310.684788286686;32686.79784706235;4141.502900898457;0.0;Lombardia 1;30105;Lombardia 1 - U05
6275.550141230226;4206.944293782115;4988.563667744398;19585.72609643638;35445.017919525504;38558.213860720396;31747.840344771743;4465.88191267848;0.0;Lombardia 1;30106;Lombardia 1 - U06
6555.303234651685;6118.807346209884;4720.048031788319;16703.163306403905;22372.638560336083;26090.39152880013;28562.865455571562;5091.049992285669;0.0;Lombardia 1;30107;Lombardia 1 - U07
6789.591087117791;6709.911290220916;4962.278297685087;17327.373626045883;22506.98115232587;25254.13891465217;29427.71071383357;5038.174103975296;0.0;Lombardia 1;30108;Lombardia 1 - U08
7148.763358658936;12667.317907420162;5684.091371446673;20067.068771778722;17377.93781494198;17045.75103011873;34523.33041347144;5080.651421482791;0.0;Lombardia 1;30109;Lombardia 1 - U09
9005.838473528624;4369.826907098293;5855.023654907942;21670.191463530064;45435.99831676483;33074.41697841883;28688.122343748808;3375.0609126985073;0.0;Lombardia 2;30201;Lombardia 2 - U01
9149.102762818336;4815.938709795475;6728.557057440281;24724.68692088127;52311.58435815573;40435.74604618549;32893.29319483042;3915.413937807083;0.0;Lombardia 2;30202;Lombardia 2 - U02
8626.178989112377;4852.570842564106;7031.70712262392;22717.698238670826;47639.41832011938;32665.407059669495;30340.458183288574;3480.7226400375366;0.0;Lombardia 2;30203;Lombardia 2 - U03
7081.754527486861;3246.068710051477;5113.474168203771;19278.19824435562;53829.9737643078;21618.276396274567;20953.450451254845;2801.237233042717;0.0;Lombardia 2;30204;Lombardia 2 - U04
7221.232716083527;3377.737735569477;4826.777355730534;16035.237283408642;43582.529469788074;23833.602723240852;27066.050696909428;3237.9845289587975;0.0;Lombardia 2;30205;Lombardia 2 - U05
7691.476283766329;2912.626769527793;6200.137914344668;20478.706325158477;56859.798262078315;26032.29416986555;28055.540188625455;2956.3987963199615;0.0;Lombardia 3;30301;Lombardia 3 - U01
8943.559230603278;3582.964279553853;7151.429436328821;22962.36892147921;69779.81069125514;26302.19045729004;35107.43309493363;3097.1785160563886;0.0;Lombardia 3;30302;Lombardia 3 - U02
8965.196830563247;2744.502388395369;7337.70325326547;19322.622658167034;59783.45073404163;26191.747854243964;28581.256297755986;3423.8543145284057;0.0;Lombardia 3;30303;Lombardia 3 - U03
8523.733610473573;3962.9297304451466;6756.778640896082;19330.950103588402;48674.98553399742;27275.973223112524;30650.71432814747;4202.982395552099;0.0;Lombardia 3;30304;Lombardia 3 - U04
8255.213351100683;2828.050473153591;6844.321480572224;20160.80919009447;52350.942787885666;28151.5014257133;25854.55440196395;3132.4721488058567;0.0;Lombardia 3;30305;Lombardia 3 - U05
7263.595782697201;3723.0128290057182;5856.01089912653;24986.620776355267;39805.82898312807;31211.055128395557;26520.80019289255;3534.9820773005486;0.0;Lombardia 4;30401;Lombardia 4 - U01
7644.696841299534;3907.802903652191;6476.397651314735;23942.768119096756;45534.36733299494;37254.9088293314;32310.515166163445;4205.105389237404;0.0;Lombardia 4;30402;Lombardia 4 - U02
7391.787674367428;2842.109995007515;6000.323232024908;19989.701732456684;45121.94956752658;31114.694572627544;30952.343792259693;3602.2759095728397;0.0;Lombardia 4;30403;Lombardia 4 - U03
7082.886448413134;2826.9753058850765;5508.757136940956;17698.051183372736;38842.4125996232;33661.828438133;31928.00620099902;3646.024948656559;0.0;Lombardia 4;30404;Lombardia 4 - U04
7098.618035107851;3831.86767578125;3622.256020307541;9244.955425918102;28584.849875867367;22894.559013158083;20620.513416022062;3023.633604645729;5649.222291350365;Trentino-Alto Adige/Südtirol;40001;Trentino-Alto Adige/Südtirol - U01
5949.91252169013;2763.09796500206;3048.226756632328;7672.294618368149;24826.15999877453;22744.714719444513;16802.646975547075;2424.230413019657;3884.94151109457;Trentino-Alto Adige/Südtirol;40002;Trentino-Alto Adige/Südtirol - U02
4572.184030294418;1112.8070735931396;1442.0478706359863;4138.936933577061;7731.595958173275;10910.478735864162;6687.404882907867;3556.1641528606415;34453.72748851776;Trentino-Alto Adige/Südtirol;40003;Trentino-Alto Adige/Südtirol - U03
2975.86926060915;533.9886646866798;683.1698231697083;2726.7489714622498;5232.963647186756;7206.909492433071;4275.952223002911;3159.605626344681;46565.64682465792;Trentino-Alto Adige/Südtirol;40004;Trentino-Alto Adige/Südtirol - U04
7749.86345821619;3999.15908408165;5539.986924231052;16992.178720891476;42744.477961719036;36910.242931991816;26891.034126847982;4592.19921284914;0.0;Veneto 1;50101;Veneto 1 - U01
7819.979213053361;3036.5669536590576;4835.374318363145;15584.735615024343;43661.97521655448;40828.326766644605;24556.741067438386;4198.74847256951;0.0;Veneto 1;50102;Veneto 1 - U02
7928.256945312023;4411.577582001686;5331.659274101257;14843.45591801405;50759.361181139946;32529.42949962616;25829.03010714054;3410.4127919077873;0.0;Veneto 1;50103;Veneto 1 - U03
6487.910965368152;2741.972202152014;3946.2637242227793;12371.427216768265;47048.94627135992;24963.8744777143;16673.115688085556;2099.710062071681;0.0;Veneto 1;50104;Veneto 1 - U04
6986.904712736607;3332.121525287628;6550.9764795303345;12745.19493818283;35866.05572074652;24890.04289764166;20836.80799973011;3249.0133199095726;0.0;Veneto 1;50105;Veneto 1 - U05
8477.165751904367;2681.3276307285514;6395.184500664556;18038.240094930214;48213.63393962445;37979.60702553451;25835.343215615143;3764.2265249789552;0.0;Veneto 2;50201;Veneto 2 - U01
10829.03166912496;3938.0124213546515;7136.311582669616;21610.016555264592;66306.37023538351;45117.05132479966;26527.42536123097;3955.9427240639925;0.0;Veneto 2;50202;Veneto 2 - U02
10445.708337306976;4658.578297615051;8032.956028461456;21199.203775972128;57555.781341552734;44753.440194666386;30668.24252486229;5031.503459990025;0.0;Veneto 2;50203;Veneto 2 - U03
10070.665908694267;4366.9362834095955;8158.910951495171;16396.715662956238;65050.22944301367;38974.0755866766;26346.882845163345;3498.2690103650093;0.0;Veneto 2;50204;Veneto 2 - U04
9888.4240212664;4485.63858538121;7924.247774865478;15439.803335674107;52094.10899383947;35435.89628325775;25062.935515493155;3738.6757268607616;0.0;Veneto 2;50205;Veneto 2 - U05
11851.091593444347;3312.5118443369865;6035.466273784637;13666.803078472614;40536.777580440044;28330.817563593388;19300.689901292324;2744.242944419384;0.0;Veneto 2;50206;Veneto 2 - U06
9255.845448315144;2054.9918989539146;5645.723143398762;15037.84935694933;44207.59059357643;27833.79135710001;15069.805825471878;2003.6444963216782;0.0;Veneto 2;50207;Veneto 2 - U07
11071.76331716124;3858.2519380701706;7660.994501801208;14615.530738281086;40786.18329608906;30192.93667096179;23390.457430548035;3368.2576874066144;0.0;Friuli-Venezia Giulia;60001;Friuli-Venezia Giulia - U01
10808.466107547283;4160.009268164635;6692.677017778158;14079.93925537169;35678.63157235086;30884.013352498412;23589.919116809964;3968.9296012222767;0.0;Friuli-Venezia Giulia;60002;Friuli-Venezia Giulia - U02
8069.9877896904945;3697.531303226948;5011.291144549847;11027.095068991184;24388.282472610474;29648.80093550682;21810.14361536503;4334.617995142937;0.0;Friuli-Venezia Giulia;60003;Friuli-Venezia Giulia - U03
7946.639936327934;3819.051426410675;6116.453587710857;21792.390314102173;32845.53237950802;40628.70007866621;22992.564246058464;4064.9193727374077;0.0;Liguria;70001;Liguria - U01
7749.36881621182;4622.857380434871;4968.322751045227;17783.596412196755;28792.938765525818;41077.63280272484;28971.65318121016;5946.835910141468;0.0;Liguria;70002;Liguria - U02
8591.090912926942;6639.742929894477;6615.203596308827;21636.377503547817;28802.356039777398;40831.62683266401;29679.606929358095;7085.5607673972845;0.0;Liguria;70003;Liguria - U03
9534.774133324623;5165.224531143904;6026.513103067875;19861.363525807858;29288.51994174719;40399.76873195171;29354.506811708212;6280.185544908047;0.0;Liguria;70004;Liguria - U04
8380.077200216241;3563.083235646598;8022.9195601968095;19087.14039550256;39643.56158687454;32624.611284636892;24853.163638303056;4753.132007781416;0.0;Emilia-Romagna;80001;Emilia-Romagna - U01
6899.35323246941;3273.8407856626436;4874.507458924316;12514.785396810621;30014.06766758766;28831.06333471276;23566.293398670852;3474.3030944038182;0.0;Emilia-Romagna;80002;Emilia-Romagna - U02
9298.459154590964;3920.0299761891365;4350.133155450225;14609.458121687174;27244.103115990758;47504.019716873765;45717.99034002423;6720.703561261296;0.0;Emilia-Romagna;80003;Emilia-Romagna - U03
7415.9439065903425;3764.0556586682796;4814.039608284831;15779.741705954075;31814.10717613995;45773.91673627496;42078.395284965634;5684.276091814041;0.0;Emilia-Romagna;80004;Emilia-Romagna - U04
8163.37471152842;4780.231735050678;4294.708968512714;12917.902052730322;24029.86022978276;38794.3955610469;41242.204930238426;7271.884202428162;0.0;Emilia-Romagna;80005;Emilia-Romagna - U05
10431.85722374916;8048.047485232353;4958.355036854744;13750.67374587059;20546.78647184372;32783.032019138336;41674.547011733055;10622.756672143936;0.0;Emilia-Romagna;80006;Emilia-Romagna - U06
7075.140234969556;3492.015865944326;4144.612846463919;12542.288748934865;25390.64317754656;37442.715043097734;38061.163210995495;6169.7060025036335;0.0;Emilia-Romagna;80007;Emilia-Romagna - U07
10207.986067533493;4217.043018043041;4733.197842240334;14680.711793005466;28605.29797822237;42810.07544696331;45180.36465793848;6543.186754882336;0.0;Emilia-Romagna;80008;Emilia-Romagna - U08
7287.729303315282;4039.1877255290747;5114.326651245356;17035.453913092613;38125.33399489522;37297.83055669069;36232.396912917495;4840.902903974056;0.0;Emilia-Romagna;80009;Emilia-Romagna - U09
10424.907095506787;3940.558196261525;4646.068951100111;15790.005761131644;29720.313323125243;45746.86178377271;39980.071590825915;5155.972994282842;0.0;Emilia-Romagna;80010;Emilia-Romagna - U10
9168.986598733813;3831.620051279664;5645.411226604134;18044.995969891548;31285.381894961;50945.9508529529;36192.617569785565;4673.796349927783;0.0;Emilia-Romagna;80011;Emilia-Romagna - U11
10035.106349274516;3950.2666057497263;7321.854914084077;16060.738651871681;28849.33538785577;37248.116626024246;40692.54439839721;5197.450968891382;0.0;Toscana;90001;Toscana - U01
10384.105900108814;3017.1675953269005;5423.697289764881;19682.779934823513;32160.786276698112;43204.32635080814;30281.86661428213;5251.93792039156;0.0;Toscana;90002;Toscana - U02
10839.101353645325;4005.1106109023094;6670.044110536575;18555.57326990366;32361.80733048916;38467.885223925114;36317.043929994106;5220.649030745029;0.0;Toscana;90003;Toscana - U03
9259.257299035788;3211.220937728882;5676.039364814758;13596.708113849163;27468.803414553404;36616.59768420458;43549.59163057804;6492.887903064489;0.0;Toscana;90004;Toscana - U04
11028.52948653698;3652.647364258766;6043.878900319338;14132.817074209452;28220.44933399558;41999.69532266259;42047.326025635004;6784.781134456396;0.0;Toscana;90005;Toscana - U05
9092.484372863546;4096.093278054148;5949.698041163385;13687.924254633486;23442.687036979944;35653.50465886295;50061.9623375386;7723.982681451365;0.0;Toscana;90006;Toscana - U06
8973.935093462467;6926.557833075523;6146.665201485157;10562.709476530552;15217.791523307562;25793.848774582148;47639.10055336356;8217.835693746805;0.0;Toscana;90007;Toscana - U07
9208.939563304186;4241.352118715644;5371.195828825235;12350.793637439609;21835.04751395434;35455.678716249764;54700.49732404202;7727.0206959322095;0.0;Toscana;90008;Toscana - U08
10024.318653956056;4181.45301926136;6756.5761999338865;16524.438986331224;27822.247290059924;36898.74263475835;45186.9281001389;5270.77645689249;0.0;Toscana;90009;Toscana - U09
10349.750049062073;2987.5947204753757;7933.997811019421;19251.3706343323;34332.2552363202;45956.38796197623;39465.28675690293;4570.6918759942055;0.0;Umbria;100001;Umbria - U01
10460.116248458624;3044.444387704134;7639.408003687859;18596.468934714794;35323.11377993226;45260.12972906232;41931.7595385313;4525.928453683853;0.0;Umbria;100002;Umbria - U02
9891.70291954279;2126.380867123604;7059.193856060505;16130.26593619585;22995.423052966595;51599.0113222003;26453.70062249899;3405.753217995167;0.0;Marche;110001;Marche - U01
9252.171552648768;2339.613405544311;8060.518600796349;14970.635673311539;30334.697920192964;46544.42226510774;28861.93926961068;3553.7624144256115;0.0;Marche;110002;Marche - U02
8677.391805231571;3377.794020026922;6265.347956210375;13085.70042270422;23833.778222471476;49880.78398948908;33252.24675950408;5084.272702306509;0.0;Marche;110003;Marche - U03
7018.04089820385;3099.6601765453815;6511.834248274565;12962.111356437206;23119.77174332738;47460.67173573375;32709.263153135777;3824.150579094887;0.0;Marche;110004;Marche - U04
8813.933632525615;9071.822274364531;11878.148500122596;14670.360587140545;10907.161812443286;24082.887900873553;32076.393720330205;6278.605249852873;0.0;Lazio 1;120101;Lazio 1 - U01
10025.566567916423;6109.3713248334825;15273.052715606987;17871.78328062594;17605.220666341484;47025.876345701516;31473.581310875714;5860.588234800845;0.0;Lazio 1;120102;Lazio 1 - U02
10363.001687798649;4442.775539170951;13847.358761161566;14591.741928957403;17215.415593333542;51493.11518095806;28115.042250286788;5921.923831705004;0.0;Lazio 1;120103;Lazio 1 - U03
9221.993237217655;5577.564093058638;12808.203858010063;15090.285452404118;15939.216946939065;51526.713693704165;28648.35736847343;6251.598365916929;0.0;Lazio 1;120104;Lazio 1 - U04
9487.161871175747;4768.572168905754;13449.255926655605;17602.30536185531;18455.7048705169;60259.15077499254;27264.87704579113;5590.192751612049;0.0;Lazio 1;120105;Lazio 1 - U05
9817.46720777452;4749.926779702306;13585.73308634758;18528.605413392186;18699.474833235145;59597.28438158333;27295.983348831534;5330.558419331908;0.0;Lazio 1;120106;Lazio 1 - U06
9513.482370917713;5834.781488804757;14408.317033284442;17667.5548428267;17202.266911333896;46061.38928565985;29731.08909332072;5497.326480487283;0.0;Lazio 1;120107;Lazio 1 - U07
9484.71900293231;2928.562622129917;11645.572961568832;23062.87040641904;23355.186969071627;55100.91434127092;25598.17011743784;4327.281866043806;0.0;Lazio 1;120108;Lazio 1 - U08
8875.581839382648;2497.8343841433525;11898.414849638939;19475.187963843346;22191.121346652508;52330.20393013954;24916.502481400967;4032.0293906331062;0.0;Lazio 1;120109;Lazio 1 - U09
11088.578120708466;2953.5498943328857;12288.070342540741;21578.761206626892;27999.207206249237;51009.479362010956;25995.083107471466;3930.347620487213;0.0;Lazio 2;120201;Lazio 2 - U01
10199.423419894225;2952.498649680064;11104.351034500889;18505.850410347477;24918.26696727999;46813.102675166985;24121.705003768293;5097.5980214764495;0.0;Lazio 2;120202;Lazio 2 - U02
8775.17566241324;2441.4337825775146;11296.937831491232;27257.19857417047;27538.618611320853;57603.794535025954;20983.40011149645;4621.455976441503;0.0;Lazio 2;120203;Lazio 2 - U03
9487.193377375603;1663.4644156694412;6967.781638920307;24951.25876200199;22363.450348198414;50693.79905772209;19405.277176439762;3399.6809188723564;0.0;Lazio 2;120204;Lazio 2 - U04
9164.197964966297;1692.8635565042496;7183.926169395447;28455.040214717388;19314.02080410719;48108.34373241663;17069.52203965187;2998.03336840868;0.0;Lazio 2;120205;Lazio 2 - U05
11820.581312656403;1883.8217687010765;6132.20427274704;20175.45472484827;15496.51400783658;57714.46108201146;19601.020013302565;3481.130849212408;0.0;Abruzzo;130001;Abruzzo - U01
12252.293237626553;2371.0640677809715;7300.659075796604;21202.845639914274;20961.166254013777;61692.76582241058;21595.218038618565;3736.4023093283176;0.0;Abruzzo;130002;Abruzzo - U02
10809.286050587893;3898.11042958498;8005.253165885806;22815.067393273115;23815.02071210742;50483.47950591147;19616.157984107733;3644.898976892233;0.0;Abruzzo;130003;Abruzzo - U03
5723.800306260586;880.4869022965431;2533.8353259563446;13851.116395115852;7244.988866984844;36015.170562148094;11310.642924308777;2808.0838639736176;0.0;Molise;140001;Molise - U01
8490.642684012651;1299.639611363411;3238.7756373882294;29304.75491371751;5096.338705211878;77502.25510257483;14095.821201145649;5287.394018232822;0.0;Campania 1;150101;Campania 1 - U01
6725.178809314966;1749.649494111538;3144.747357994318;16294.531184703112;2760.009504944086;54421.63426977396;14644.35391408205;3100.7024631500244;0.0;Campania 1;150102;Campania 1 - U02
5338.578756928444;1405.3273081481457;2552.877355068922;17852.490955084562;2587.651049375534;62464.69038128853;14285.967679262161;3136.103149443865;0.0;Campania 1;150103;Campania 1 - U03
6491.315102726221;1049.0416371524334;2928.913303822279;24174.120791345835;4388.7621131539345;87427.50027525425;13991.319177627563;3989.619118630886;0.0;Campania 1;150104;Campania 1 - U04
5992.878626257181;1147.1365848481655;2695.707176834345;21330.809468626976;3064.7683865725994;79065.41962513328;14989.696723222733;3003.0788959264755;0.0;Campania 1;150105;Campania 1 - U05
8476.31494641304;1022.4912164732814;4470.431729435921;25923.149747371674;3572.8698614239693;63194.459019847214;13198.036872714758;3105.1961412355304;0.0;Campania 1;150106;Campania 1 - U06
8202.414369404316;1652.6916106641293;3952.3820994496346;27307.954277038574;4316.842390477657;60281.93446806073;16238.19378888607;2927.0231012403965;0.0;Campania 1;150107;Campania 1 - U07
8789.937249422073;2012.9137625694275;6700.719457387924;30115.53277850151;10197.35644865036;69384.29094004631;16885.087708950043;2833.8742961883545;0.0;Campania 2;150201;Campania 2 - U01
10097.300662755966;2375.0282724499702;5852.838424563408;26925.701482117176;8738.758092045784;77889.29195213318;17275.442610263824;3013.026257634163;0.0;Campania 2;150202;Campania 2 - U02
10340.484337746166;1742.2080469373614;4556.8959205066785;26140.02233982645;9097.432546279393;58428.465678862296;19291.42098468542;3060.6654647942632;0.0;Campania 2;150203;Campania 2 - U03
14474.543202325702;1392.4118423759937;4584.524462983012;20874.50921675563;8449.633136555552;55034.26871328056;19686.73549938202;3203.271573036909;0.0;Campania 2;150204;Campania 2 - U04
14911.141459345818;2756.5162715911865;8880.947714328766;27751.150564670563;6431.2626667022705;66782.46524220705;21690.64661681652;4383.813304543495;0.0;Campania 2;150205;Campania 2 - U05
10793.801275666803;2002.634537667036;6203.515248090029;27962.369426228106;9227.525794290006;56765.23616451956;18747.60766575113;5229.532896887511;0.0;Campania 2;150206;Campania 2 - U06
12064.682571858168;1975.877785384655;6542.903029501438;26343.98559884727;9381.572551697493;42843.072196140885;20824.27712018788;4380.7696260511875;0.0;Campania 2;150207;Campania 2 - U07
9479.522648096085;970.7094479501247;3213.101689696312;20188.289562940598;7585.270136117935;45083.457151800394;14052.388119131327;2375.2320239543915;0.0;Puglia;160001;Puglia - U01
8759.54010643065;965.7803779318929;3752.400446034968;22404.579100094736;8018.618390098214;49052.854026429355;15285.400604628026;2548.6351893395185;0.0;Puglia;160002;Puglia - U02
9453.841172985733;1259.3292989395559;5331.730978537351;27211.4054668732;7583.391929354519;67592.4046173878;17754.090836919844;3958.3883724585176;0.0;Puglia;160003;Puglia - U03
9460.67993851006;2002.5424020886421;5432.964809477329;27042.24902701378;8153.33013240993;65575.6681804955;19323.657080605626;5393.954639777541;0.0;Puglia;160004;Puglia - U04
7993.466468691826;2360.169370085001;5142.951599448919;31259.85772012174;8360.283018290997;74719.99702626467;19233.984055027366;5952.1926799714565;0.0;Puglia;160005;Puglia - U05
10499.54510295391;1595.1639519035816;5377.521069616079;29462.898860782385;8948.455246716738;67236.89389449358;18368.455845177174;4530.759765028954;0.0;Puglia;160006;Puglia - U06
9767.065214455128;1246.4795787930489;4509.209652602673;24926.310787200928;6933.585654258728;54326.61907607317;13770.2963154912;3059.2853600382805;0.0;Puglia;160007;Puglia - U07
8444.47257232666;1463.111212670803;4367.995851814747;27183.392393916845;7586.433010697365;59086.00882345438;16231.319195181131;3202.429398149252;0.0;Puglia;160008;Puglia - U08
14785.396220833063;2766.0734167099;7412.41752666235;22272.6391466856;10209.21216160059;55411.124711602926;20731.50931033492;5780.948122620583;0.0;Puglia;160009;Puglia - U09
16407.51992097497;2067.783248066902;5163.778194665909;23604.279069840908;10664.99434709549;58393.40156212449;20090.453419178724;6118.890950500965;0.0;Puglia;160010;Puglia - U10
14443.64864063263;1833.4104967713356;5711.625980496407;19397.482643663883;9658.479773819447;67463.4957383275;24780.672299802303;9477.29519802332;0.0;Basilicata;170001;Basilicata - U01
7259.790986938402;735.0791307929903;4434.87486391142;17001.266918428242;5751.161926241592;52080.944344298914;14118.988096358255;2793.732709251344;0.0;Calabria;180001;Calabria - U01
8433.84703486599;1282.2558432007208;5307.186711717397;23472.702411498874;6171.50465780776;58361.98276646994;15082.533819265664;2807.8858347218484;0.0;Calabria;180002;Calabria - U02
8135.731482356787;975.0008812248707;4490.984718173742;21597.814068198204;6251.319701701403;48031.00579342246;16495.82385930419;2691.324071019888;0.0;Calabria;180003;Calabria - U03
10703.886012282223;1108.763600639999;5837.523146312684;28274.792760368437;6717.567490041256;37232.26233785972;19714.01165235974;3168.427467050031;0.0;Calabria;180004;Calabria - U04
11552.123766064644;1274.2027207612991;6076.293342709541;29798.424274921417;7247.351961612701;41317.12783265114;15392.113092243671;4168.235742866993;0.0;Calabria;180005;Calabria - U05
6134.332700937986;1643.9884323477745;2759.720143429935;22920.892573848367;4994.1590258181095;46970.93119905889;11301.775600224733;3841.90424580127;0.0;Sicilia 1;190101;Sicilia 1 - U01
11742.330662876368;1224.3565423041582;4865.402528785169;35310.50086094439;7557.948896974325;66907.63364964724;11918.853874951601;3756.8173554316163;0.0;Sicilia 1;190102;Sicilia 1 - U02
10507.439497411251;1339.4628462195396;5753.4858447909355;32598.878994822502;7329.793888449669;59423.03239643574;11450.576452732086;3572.153766453266;0.0;Sicilia 1;190103;Sicilia 1 - U03
7423.090772077441;952.2931304499507;4855.501043640077;23572.248451814055;7552.04425103683;55005.36869982444;10837.106551178731;3109.7459626551718;0.0;Sicilia 1;190104;Sicilia 1 - U04
10034.384682178497;853.7682167291641;4695.730403006077;22437.281612992287;6440.131882786751;65185.05917561054;11971.42282640934;3051.692227423191;0.0;Sicilia 1;190105;Sicilia 1 - U05
9432.391198009253;1122.962044864893;4112.712832689285;26987.957795381546;6160.326539576054;73204.42549142241;15988.001867800951;3038.1119293272495;0.0;Sicilia 1;190106;Sicilia 1 - U06
9282.991097152233;1152.0616357773542;4437.371771261096;23282.610548958182;6302.632478535175;64557.44782996178;12918.296618387103;2914.659554988146;0.0;Sicilia 2;190201;Sicilia 2 - U01
7351.516292989254;1650.4046585559845;6307.260473310947;28057.544288635254;6601.958141922951;66208.81389689445;15213.702360928059;3089.7162866592407;0.0;Sicilia 2;190202;Sicilia 2 - U02
8863.637211412191;1231.1228467524052;5411.6942084133625;32918.579613506794;6952.608805656433;66494.29956749082;13256.976783454418;3072.1949900090694;0.0;Sicilia 2;190203;Sicilia 2 - U03
4091.755469828844;824.6603183448315;2637.9765281677246;19583.031662136316;4757.049600601196;55201.91642078757;11061.31640034914;2485.605255752802;0.0;Sicilia 2;190204;Sicilia 2 - U04
7840.1360630095005;1286.1307228803635;4331.347160279751;24549.042279154062;6305.608604431152;53287.79716852307;15442.553807854652;3435.06044575572;0.0;Sicilia 2;190205;Sicilia 2 - U05
7598.6781205534935;1567.8127765357494;5895.394488692284;32376.32226806879;8546.517470121384;63754.75601801276;20956.325822860003;4102.281856894493;0.0;Sicilia 2;190206;Sicilia 2 - U06
12945.842426002026;3795.2675645947456;6679.498643189669;23810.040206968784;18462.245872706175;68435.3715762794;21798.16763433814;5531.899049460888;0.0;Sardegna;200001;Sardegna - U01
12079.506910879165;2408.933029484004;6326.01765027456;21053.481779877096;16632.627235250548;64927.88715160079;20856.800269121304;4443.936122823507;0.0;Sardegna;200002;Sardegna - U02
10397.930406674743;1942.9461478888988;5047.704524978995;17823.244150176644;11861.99249252677;52425.05665266514;18384.863032236695;3440.289421990514;0.0;Sardegna;200003;Sardegna - U03
8651.621352255344;1942.2327376008034;4842.438149809837;22996.000836789608;14595.838427960873;51549.36129972339;19593.44434273243;3337.7803738713264;0.0;Sardegna;200004;Sardegna - U04
